,Title,WorkTime,Pros,Cons,Work/Life Balance,Culture & Values,Career Opportunities,Compensation & Benefits,Senior Management
911,"""Strong pay and world class coworkers, terrible work life balance and transparency""",I worked at Apple full-time,"Well above market compensation. Many companies say that they have world-class talent, but from my experience staffing many of the largest tech companies in Silicon Valley, they have some of the sharpest people I've ever met. Incredible buildings and amenities. Ability to learn from incredibly bright coworkers.","Terrible individualistic culture with everyone only looking out for themselves. No work/life balance (I worked about 70 hours a week to meet the near-impossible expectations with no recognition of hard work). Complete lack of transparency. Culture of fear with no feedback. Everyone was terrified every time our Director walked in the room, she was a boss, not a leader. It's the wild west, everyone only looks after themselves and there is no structure whatsoever to give you any guidance. The benefits are surprisingly bad for such a large and prestigious company. Still have to pay for all food/lunches with no snacks in the cafes (I know we are privileged here in the Valley but all of their peers have everything free). AT THE END OF THE DAY, you will learn a ton, get paid a ton and work on some really cool stuff. BUT, this will come at the expense of poor work-life balance, a fear/hierarchical/selfish culture.",1.0,1.0,3.0,5.0,1.0
912,"""Eh""",I worked at Apple part-time for more than a year,Very good benefits and fun people,Management is fake and Act like they care but don't,,,,,
913,"""Great company""",I worked at Apple full-time for more than a year,You get to work with products that you love,A lot of the work can be frustrating; you really need a lot of patience to deal with people who are novice computer users,4.0,5.0,3.0,3.0,3.0
914,"""Good experience""",I worked at Apple part-time for more than 3 years,Great team and great training,Exhausting working with the general public every day.,5.0,5.0,4.0,4.0,4.0
915,"""Worst experience""",I have been working at Apple ,"Big company with good reputation
Higher management is great
Great vision
Good salary and benefits","Intermediate management has big issue with communication and collaboration
The worst toxic environment I have ever worked at
The ones who are good at playing dirty politics got promoted",3.0,1.0,2.0,4.0,1.0
916,"""Great Company!""",I have been working at Apple part-time for more than 3 years,"Incredible company to work for. Treats their employees well, you will never work off the clock.",Tough hours- must have flexible work hours including weekends,2.0,5.0,5.0,5.0,5.0
917,"""It may be Apple, but it's still a call center...""",I worked at Apple full-time for more than 3 years,"Competitive health benefits
25% personal product discount","attendance is valued over performance
every second of workday has to be logged and accounted for
not a lot of opportunities for upwards career development
political work environment; the 'favorites' seem to get the reward.",2.0,3.0,2.0,4.0,3.0
918,"""Nope, Nope, Nope""",I have been working at Apple full-time for more than 3 years,"Benefits are great, but no time to use them.","Toxic work environment from overworked and underpayed employees. Long hours as a punching bag for entitled customers. Management out for themselves, could care less about your career at Apple.",1.0,3.0,1.0,1.0,1.0
919,"""Don't waste your life""",I worked at Apple full-time for more than 8 years,Benefits.  Discounts on Apple products.,You are a productivity machine.  You have no ability to plan your life or build on your passions because they will deny you reasonable time away.  Say goodbye to weekends and work/life balance or your family.,1.0,2.0,2.0,3.0,1.0
920,"""Great job""",I have been working at Apple part-time for more than 8 years,"Benefits, Culture, Discounts, and People","Leadership Mobility, Some stores can be political",,,,,
921,"""Challenging work""",I worked at Apple full-time,Great challenging work and good for people who like to be busy and  always on the clock,Not great work life balance,,,,,
922,"""Not for those seeking balance in their lives....""",I worked at Apple full-time for more than 10 years,Better than average compensation and benefits for those willing to go the extra mile.  Those who are willing can take on as much responsibility as they can handle and learn quickly how to move the ball through the management structure.,"No work/life balance.  No compassion for those with more Conservative views.  Apple caters to special interest groups and their political views, while putting a tight rein on those who may disagree with their more Liberal perspective.  Not a place to exercise ""free speech"" and Conservative Values.",2.0,2.0,4.0,3.0,3.0
923,"""Stay for benefits, leave cause ofnpay""",I worked at Apple full-time for more than 3 years,"There are a lot of really great benefits in working for Apple. Discounts on products, free software, swag from participating in non-mandatory challenges (like steps, exercise or food consumption/calorie tracking). Employee stock purchase plan for full and part time, 401k matching, and the like.","Upward mobility requires someone to quit or worse. The pay will always be lower than what a person could make elsewhere cause its retail, but they string you along with the benefits.",3.0,2.0,2.0,4.0,2.0
924,"""Great!""",I worked at Apple part-time for more than a year,Literally best part time job you can ever have,Some of the customers,5.0,5.0,5.0,5.0,5.0
925,"""Part-Time Employee""",I have been working at Apple part-time for less than a year,Great benefits.  Good salary for part-time. Get to learn about technology.,Flexibility of work schedule.  It's retail.,4.0,5.0,4.0,4.0,4.0
926,"""Amazing Company""",I have been working at Apple full-time for more than 8 years,"Great pay, benefits, and culture.  Meaningful work that makes an impact on the World.",I do not have anything negative to say.,5.0,5.0,5.0,5.0,5.0
927,"""Great Benefits for call center work""",I have been working at Apple full-time for more than a year,"-excellent benefits - healthcare, time away, family leave and education
-choice of work week type - 5days/8 hrs, 4days/10hrs or split shifts 
-working from home 
-all equipment provided 
-acceptable pay","-Its a call center.  
-Pay is still on the low end considering the job responsibilities and stress from all sides. 
-work schedules change quarterly unless you are in some magically top5% you will NEVER have a weekend off.
-managers can run from super supportive and great, to micromanagers and annoying with threats about how their team is the worst.  
-customer surveys  are part of your stats for scheduling options which are out of your control 
-you said that the focus is on behaviors and not on metrics but you learn about another tool to measure your metrics to ""help"" you ""improve"" o your job
-too many pilot projects forced on you 
-customers can be rude, nasty and far beyond entitled 
-lots of outside vendors that make your job difficult because they say and do things clearly against company policy and you get to clean up the mess.",1.0,3.0,3.0,4.0,3.0
928,"""Nice""",I worked at Apple part-time,Very helpful in making sure you have resources,Micromanaged throughout the entire process,,,,,
929,"""Work life""",I have been working at Apple part-time,The culture at Apple is amazing! Everyone is inviting and everyone seems to just click,Working on weekends and till close,,,,,
930,"""Positive overall experience""",I have been working at Apple part-time for less than a year,"Positive work environment
Family cultural feel",Overall I didn't have anything negative happen,5.0,5.0,5.0,4.0,5.0
931,"""Great workplace""",I worked at Apple full-time,Convenient Work from home position.,"None, I loved everything here.",,,,,
932,"""Great time working there.""",I worked at Apple ,Good atmosphere learned a lot,Very competitive in some respects.,5.0,5.0,5.0,5.0,5.0
