,Title,WorkTime,Pros,Cons,Work/Life Balance,Culture & Values,Career Opportunities,Compensation & Benefits,Senior Management
755,"""EMC integration still an issue""",I worked at Dell Technologies full-time for more than 5 years,"The company treats the employees well, and has competitive benefits.","The merger of EMC into Dell continues to be a challenge, thus many EMC employees are leaving for new opportunities.  Specifically, for data center sales, the traditional Dell sales employees should not be the lead.",4.0,3.0,3.0,4.0,2.0
756,"""Good Life Work Balance but bad for career development""",I have been working at Dell Technologies full-time,Good life work balance. Flexible PTO.,Pay is under the market,5.0,1.0,1.0,1.0,2.0
757,"""Program Manager, Analyst""",I have been working at Dell Technologies full-time,Build connections with directors and senior managers,"Lack of metrics to be measured by, opinions matter more than data",3.0,1.0,5.0,3.0,1.0
758,"""Good work/life balance, company culture is ignored, innovation is stagnant.""",I have been working at Dell Technologies full-time for more than a year,"The company has a great work/life balance and is embracing the new remote work lifestyle which is great. There is a lot of opportunity for new challenges, if you speak up and your manager approves. 

Health &amp; wellness benefits are great.","Company culture as a whole is not innovative, very set in it's old ways and incredibly risk-averse. It is difficult to do anything outside of the set path, and risk-taking is highly discouraged.

The onboarding process for new hires is fragmented and abysmal, people dont have laptops or passwords. Culture can change varying by team but it seems there is a general attitude of ""not my problem"".

Compensation and raises are capped at a very low percentage compared to other tech companies, even for high performers.",4.0,2.0,4.0,5.0,2.0
759,"""Consultant Program Manager""",I worked at Dell Technologies full-time,"Lots of opportunities in the right team, Michael Dell believes in what he does.","Easy to get re-orged into a group where your an unknown commodity, and then the low man on the totem pole.  Some of Heritage Dell leadership are less than stellar.",4.0,5.0,4.0,4.0,4.0
760,"""Client Technical Support Specialist""",I worked at Dell Technologies  for less than a year,Learn a lot of new things,Call center environment with lots of micromanagement.,4.0,1.0,5.0,2.0,2.0
761,"""Awesome""",I worked at Dell Technologies full-time for more than a year,"Everything: pay, work-life balance, training, and truly caring management.",Constant change and some favoritism based on who you know.,5.0,5.0,4.0,4.0,4.0
762,"""Great place to start""",I have been working at Dell Technologies full-time,"Good work life balance, challenging work, great work culture",Short sighted goals by some leaders,5.0,5.0,3.0,4.0,2.0
763,"""Systems engineer""",I have been working at Dell Technologies full-time,competitive salary based on the market,Management style needs significant improvement,,,,,
764,"""Dell Sales Rep""",I have been working at Dell Technologies full-time,Great job with great benefits,I haven't had any pitfalls yet,,,,,
765,"""Review""",I worked at Dell Technologies ,"One of the best places to work. 
Flexible timing.",Hike was not given properly.,,,,,
766,"""Project Manager""",I have been working at Dell Technologies full-time,Great work environment and management,salaries rates needs to be revised,,,,,
767,"""DELL EMC review""",I worked at Dell Technologies full-time,"Good location, fitness on-site, flexible work schedule etc.",More layers of management where at times the visibility of talent could be lost.,,,,,
768,"""Sad Transformation""",I worked at Dell Technologies full-time for more than 5 years,"Good Benefits
Work-life balance
Great technology
Good co-workers","Massive reduction of onshore resources (Mostly EMC)
Lots of jobs moving offshore - for obvious reasons
Upward mobility in the company",5.0,3.0,3.0,4.0,3.0
769,"""Systems Engineer""",I have been working at Dell Technologies full-time for more than 3 years,"Flexibility, Plenty of Training, Career Advancement Opportunities","Legacy Products,  Inexperienced Workforce, Shrinking Sales",4.0,4.0,3.0,2.0,2.0
770,"""Dell is OK""",I have been working at Dell Technologies full-time,Work hours are flexible and low stress environment.,Pay is not very competitive.,5.0,3.0,3.0,2.0,3.0
771,"""Good and Bad""",I have been working at Dell Technologies ,You can make a lot of money if you over attain.,"When you do over attain, they raise your quota by a lot and you under attain.",,,,,
772,"""Software Engineer""",I worked at Dell Technologies  for more than 8 years,Great technology boost and learned many new things while there.  Enjoyed the people tremendously,Some work areas undergoing reduction and movement off shore these days.  Sad to see,4.0,4.0,3.0,4.0,3.0
773,"""Lousy working conditions and benefits""",I have been working at Dell Technologies full-time for more than 5 years,"Salary and vacation time is good. Benefit packages aren't that great. If your spouse is on your plan and they can get their own insurance at their own company, you will be penalized for having them on yours.","Lousy agile environment.  You don't have any workspace, you just sit at a table with all the other developers  with no room for two monitors. You're not guaranteed you'll even have the same seat when you come in every day. You're issued monitors may not even be able to be used by you if someone has already taken your seat.",4.0,3.0,4.0,4.0,3.0
774,"""Good exposure, horrible management""",I worked at Dell Technologies full-time for more than 3 years,Exposure to current hardware and software,"Management makes horrible choices when choosing candidates for internal upper positions. It feels as if they simply roll the dice.
There is a lack of true feedback, and much of anything is lies so they are provided with positive Tell Dell surveys. Worst turnover rate, and even upper management cannot seem to figure out why.
There is no advanced training to further yourself. Dell pays for your certs but management holds back the ability to seek it.",3.0,2.0,2.0,2.0,1.0
775,"""Marketing Manager""",I worked at Dell Technologies full-time,"Motivated, talented, team and down to earth people. Lots of resources and the ability to #youdefine your career.","Quite a gap between management and the ""worker bees.""",2.0,4.0,5.0,3.0,3.0
776,"""Senior Director""",I have been working at Dell Technologies full-time,"Very customer focused, great opportunity for advancement, renewed emphasis on Quality under Jeff Clarke",Benefits aren't as good as EMC. Travel Policy is very employee unfriendly,3.0,4.0,4.0,3.0,5.0
