,Title,WorkTime,Pros,Cons,Work/Life Balance,Culture & Values,Career Opportunities,Compensation & Benefits,Senior Management
483,"""Very good""",I worked at Microsoft full-time for more than a year,"No pros, every thing is good","Chances of growing
Good brand and best environment",5.0,5.0,5.0,5.0,5.0
484,"""It was a nice trip""",I worked at Microsoft full-time for more than 5 years,"Excellent work-life balance.
A lot of excellent engineers.","High salary discrimination
Promotions include many politics and biases",5.0,4.0,3.0,4.0,4.0
485,"""Great company""",I have been working at Microsoft full-time for more than 3 years,They have great benefits and ability to move up in your current career or move on to another with tons of networking opportunities to get help.,The pay could be better in some instances.,5.0,5.0,5.0,5.0,5.0
486,"""Great company. Great people.""",I have been working at Microsoft full-time for more than a year,"- The company has a great vision, and is constantly looking to innovate and move in the right direction. 
- Microsoft has recently been more active in engaging and promoting open source, which is awesome. 
- The benefits are the best you can get.","- As with any job, your individual experience largely depends on the team and manager you work with.
- There are limited career opportunities outside of Redmond, WA. However, this area is improving.",4.0,5.0,4.0,5.0,5.0
487,"""Mixed""",I worked at Microsoft full-time for more than 10 years,"Benefits, financial stability,  innovating, transforming.",Still politics and infighting below the SLT level.,2.0,5.0,3.0,4.0,4.0
488,"""Great job""",I have been working at Microsoft full-time for less than a year,Good pay good things to say about this,Long hours but good people,,,5.0,5.0,
489,"""good company""",I worked at Microsoft part-time for less than a year,work life balance for life,long hours for long hours,3.0,3.0,4.0,3.0,3.0
490,"""Good times""",I worked at Microsoft full-time for more than 3 years,Good products and great people made working at Microsoft a blast,"Middle management, lack of strategy",,,,,
491,"""Big but maybe too big""",I worked at Microsoft full-time for more than 5 years,A large company with many different positions.,Ever-changing with very little stability.,,,,,
492,"""Great way to learn about business""",I have been working at Microsoft full-time for less than a year,"Great Work Schedule
Opportunities for promotion","Minimal guidance for training
You need to learn on your own",,,,,
493,"""competitive salary, good work balance""",I have been working at Microsoft full-time for more than 5 years,"competitive salary, good work balance","no industry standard technology, internal documents are hard to read",5.0,5.0,4.0,4.0,5.0
494,"""Awesome mission, impactful work""",I have been working at Microsoft full-time for more than a year,Ability to create products that impact billions of people and work with amazingly diverse group of engineers,Very few cons that most companies of its size don't have,5.0,5.0,5.0,4.0,5.0
495,"""Help and make a solution for Microsoft Office 365""",I worked at Microsoft ,Learn more about higher technology and helping the client,Improve my experience with the Costumer,,,,,
496,"""Great place to start career""",I worked at Microsoft full-time for more than 5 years,"Secure position, great team, autonomous work",Career advancement and pay increase is difficult,5.0,4.0,3.0,3.0,4.0
497,"""Excellent work environment""",I worked at Microsoft full-time for more than 3 years,Excellent work environment and compensation benefits,Bureaucracy in corporate world and approvals for everything,4.0,3.0,3.0,4.0,3.0
498,"""Work Life Balance""",I have been working at Microsoft full-time for more than 3 years,You can enjoy life outside work,Lower salaries than market average,5.0,4.0,4.0,3.0,4.0
499,"""Good job with growth""",I have been working at Microsoft full-time for more than 5 years,Good job with lots of growth.,"Constant Connect reviews, too many responsibilities and have to deal with managers who have little to no emotion.",3.0,4.0,4.0,5.0,3.0
500,"""Great place to work""",I have been working at Microsoft full-time for more than 10 years,"Lots of opportunities to grow, work on interesting products and teams, and define your own path.","""Old school Microsoft"" still exists in pockets.",5.0,5.0,5.0,4.0,5.0
501,"""Great Benefits""",I have been working at Microsoft part-time,"benefits, culture, tech, info, skills, training","corporate structure, gossips, politics, poor management, lazy",,,,,
502,"""Solid if not spectacular place to work""",I have been working at Microsoft full-time,"Still growing. Good stock growth. Benefits are second to none. Microsoft does everything so whatever you're interested in, you can probably find it here.",Silos. Difficult to work across orgs. Crippling bureaucracy. Culture change isn't nearly as far along as you might think: still a lot of pockets of toxicity. Constant reorgs.,5.0,4.0,4.0,5.0,4.0
503,"""Solid Company""",I worked at Microsoft full-time for more than 3 years,"Stable, good benefits, supportive of family","Many reorganizations, can be extremely competitive",3.0,4.0,5.0,5.0,3.0
504,"""N/A""",I have been working at Microsoft full-time,"Great benefits, team throughout Microsoft and great product discounts",I didn't find any cons till now.,,,,,
505,"""Amazing""",I have been working at Microsoft full-time for less than a year,"Growth mindset, great talent and amazing sense of community","Work life balance, such a huge company it's easy to get overwhelmed",3.0,5.0,5.0,5.0,4.0
506,"""Can be an amazing place to work""",I have been working at Microsoft full-time for more than 3 years,Great benefits. Smart people to work with. Lots of passion to make the company better. Joining the company to work on a passion project can be an incredible experience.,"Management is unwilling to fully commit to new projects, often leading to under-funded, poorly executed programs. Management doesn't understand how their actions impact morale, and people can easily become isolated and left behind managing dead-end projects. As time goes on, the project you joined to work on might disappear.",4.0,3.0,4.0,5.0,2.0
507,"""Good""",I worked at Microsoft full-time,Great working environment and nice colleagues,Long working time and heavy work load,3.0,5.0,3.0,5.0,5.0
508,"""microsoft as an employer""",I have been working at Microsoft full-time for more than 3 years,"really care about the employee, good insurance at no cost, $800 for employee to buy fitness or pay gym, good oportunities to grow and competitive salaries",if you do not look or ask to grow you will not,5.0,5.0,4.0,4.0,5.0
509,"""B""",I have been working at Microsoft full-time,"Good company, good team &amp; supervisors","Lots of overtime required, work over employee",,,,,
510,"""Working for less than one year""",I have been working at Microsoft full-time for less than a year,Has a good work life balance,"Sometimes reorg occurs 
No free food",5.0,5.0,4.0,4.0,5.0
511,"""Great company to work for""",I have been working at Microsoft full-time for more than a year,Great company to work for,Maybe reduce the infighting a bit more,4.0,5.0,5.0,5.0,4.0
512,"""Great Place to Work!""",I have been working at Microsoft part-time for more than 3 years,Great work environment and fun.,Standing entire shift and not easy to move up,5.0,4.0,4.0,4.0,4.0
