,Title,WorkTime,Pros,Cons,Work/Life Balance,Culture & Values,Career Opportunities,Compensation & Benefits,Senior Management
717,"""Massive Skill Growth - Losing Talent Due to Wall Street Focus and Heavy Top Down Culture""",I have been working at IBM full-time for more than a year,"1. Strong learning culture for skill growth

2. Renewed focus on open source with Red Hat Acquisition - more opportunities

3. Great for college grads who can get a somewhat competitive offer from the high growth areas: Blockchain, Cloud, and Research Product Team OR Cloud Garage (non-GBS or GTS) for the consulting side.

4. Easy to move within country on same salary especially if your department is important to IBM's strategy

5. Competitive paid parental leave

6. On average, IBM is known for their People Management skills and are very good at resolving conflict. IBM will help you grow your soft skills more than most other companies.

7. Hires people without college degrees / bootcampers","1.  Executives  continue to cost cut in the wrong areas. Renewed focus on employees is needed if the next (final?) chapter will succeed:

- Little emphasis on retaining talent (Watson system for retention is a joke) due to uncompetitive offers  for the average or above average employee - especially with experience - unless your top in your field like in AI Research. Expect ~10% below market, small sign-on bonus, and ... no stock / rsu unless your Band 10, Research, or a few exceptions like retention.

- Benefits like health care are no where near as good as they once were. HSA match doesn't help. ESPP used to be 10 - 15% now its 5%.

2. Lack of technical managers. Non-technical management have too much influence on highly technical projects which is the reason why IBM has been struggling for years with unrealistic expectations (Watson) due to lack of deep understanding. 

3. Too many levels of management, knock off two layers and empower your Offering Managers and 1st Line Managers

4. Needs a lot more of Red Hat culture

5.  Too marketing heavy, enable and empower IBM Research to help lead the company forward in a realistic fashion while working with other departments.

6. Arbitrary resource actions that cut critical senior people that eventually kills momentum of core cloud services .. yes ... cloud!

7. Ageism

8. Apprentices, Bootcampers, Interns will achieve low pay to match offshoring but even with the ""skills"" could never match experienced professionals ... if there are any still left around to train them from resource actions or departing to competitors",3.0,3.0,3.0,3.0,2.0
718,"""You are just a number at IBM""",I worked at IBM full-time for more than a year,higher base salary than many other enterprise sales job.,you are really just a number. Be prepared for lay off anytime. The benefits could be better. The health insurance only covers in-the-network physicians.,2.0,1.0,1.0,1.0,1.0
719,"""OK""",I have been working at IBM full-time for more than a year,"Remote work on Friday's
Flexible schedules
21 vacation days
Paid maternity and paternity leave","Very difficult to advance 
No career growth
limited options
Favoritism is evident
Management changes too often which changes rules",2.0,1.0,1.0,2.0,2.0
720,"""Overall, good experience, disappointing the way I was forced out after 26 years.""",I worked at IBM full-time for more than 10 years,"Able to work from home, excellent colleagues, challenging projects.",They tend to make decisions based on profits over customers and employees.,4.0,4.0,3.0,3.0,3.0
721,"""HW Engr.""",I worked at IBM full-time for more than 10 years,Work/ life balance is great,Too much workload for small team.,5.0,3.0,3.0,3.0,3.0
722,"""Great work life balance""",I have been working at IBM full-time for more than 5 years,Great work life balance and flexible work culture,Year on Year compensation hike,5.0,4.0,4.0,3.0,3.0
723,"""IBM""",I have been working at IBM full-time for more than 10 years,"- access to lots of learning modules
- ability to move around based on interest/skills","- big company; complex
- divisons/business units do not ""play"" well together
- yearly layoffs",3.0,3.0,5.0,4.0,4.0
724,"""great place to work and develop""",I have been working at IBM full-time for more than a year,"collaborative, challenging, culture of innovation, high standards, friendly colleagues, minimal micromanagement",IBM tends to make things overcomplicated,5.0,5.0,5.0,5.0,4.0
725,"""Excellent people.  But executives lay off numbers every few months, even high performers whom they need.""",I have been working at IBM full-time,Excellent people to work with.,Executives force layoffs every few months.  Even high performers get laid off if they decided IBM can survive delaying whatever was being produced.,3.0,1.0,3.0,3.0,1.0
726,"""Used to be proud, not anymore""",I worked at IBM full-time for more than 10 years,Work from home is the norm.,"Watch your back if you work in U.S. I was there 22 years and the climate has changed. 99% of  workforce is now off-shored and huge layoffs have occurred in 2019.  They've also cut 401K contribution, no bonuses anymore, and little education is available for US workforce. Managers are watching their own backs, not yours.",5.0,1.0,1.0,5.0,1.0
727,"""Good experience""",I have been working at IBM full-time for more than 3 years,Good opportunity to learn new tech,Job security could be better,3.0,3.0,2.0,4.0,3.0
728,"""Enjoy the experience working with IBM""",I have been working at IBM full-time for more than 3 years,"I was able to focus on technology such as cloud, analytics, and AI.  It is the best learning environment I have ever been in my 15+ year career.","The competition is fierce in my area, so it is so hard to keep up.",5.0,4.0,5.0,5.0,4.0
729,"""A lot of managers, but few leaders""",I have been working at IBM full-time for more than 10 years,"A lot of opportunity for enablement, good 401k match and health benefits","Myopic short term focus with no understanding of the long term mpact, below average pay, poor hiring practices",2.0,3.0,3.0,3.0,2.0
730,"""IBM""",I have been working at IBM full-time,"Great team
Great flexibility working from home","Lack of staffing
Lower pay than other big tech companies",,,,,
731,"""Salary aspect""",I have been working at IBM full-time,Good company to work with.,Have to constantly work on with mgmt for year on year benefits.,,,,,
732,"""great company""",I have been working at IBM full-time for more than 8 years,"financially solid, innovative progressive mindset",not much negative just bought red hat,4.0,4.0,5.0,4.0,4.0
733,"""null""",I have been working at IBM full-time for more than a year,brand name of the company,poor salary poor salary poor salary,3.0,3.0,2.0,2.0,1.0
734,"""Technical Sales""",I worked at IBM ,Ability to travel the world,Margin and review over employee,,,,,
735,"""Good company""",I have been working at IBM full-time for more than 8 years,"Good company, people are nice",Not a state of art tech,2.0,3.0,4.0,3.0,1.0
736,"""Company in Transition""",I have been working at IBM full-time for more than 8 years,Excellent people.  Challenging work.  Ability to work from home.,"Endless transition, reorgs and job uncertainty.",3.0,1.0,3.0,2.0,1.0
737,"""Big company with a lot of opportunities""",I have been working at IBM full-time for more than a year,Great people and being able to build something from the ground up.,With a big company comes politics and bureaucracy.,4.0,5.0,5.0,4.0,4.0
738,"""Very large and siloed company""",I have been working at IBM full-time for more than a year,Lots of technologies to work with and explore. Coworkers from all over the world and disciplines.,Company has a fickle relationship with their employees. They rely too heavily on layoffs to adjust their workforce. Company seems to lack a clear focus on what they want to be as an organization in a changing market.,3.0,3.0,4.0,3.0,2.0
739,"""IBM Pivots to Cloud""",I have been working at IBM full-time for more than 10 years,"- Won't be going away any time soon
-  Lots of resources for education","- Regimented job-level classification makes it difficult to advance
- Moved to on-location work
- Too large for a personal touch",4.0,2.0,2.0,3.0,3.0
740,"""50/50""",I worked at IBM full-time for more than a year,"Good experience, great name recognition for other future employment.",Horrible culture. Too many chiefs and not enough Indians.,1.0,1.0,3.0,5.0,1.0
741,"""Job review""",I have been working at IBM full-time,"Good culture, Good pay at onsite",Limited offer in company at onsite,3.0,3.0,2.0,3.0,3.0
742,"""Refreshingly Ethical""",I have been working at IBM full-time for more than a year,"Strong emphasis on ethics. 
Large org so it's definitely true that the work you want to do is being done at ibm
Strong investment in self-training","Large org, so bureaucracy might impede progress.
IBM has to fill holes it needs filled, not necessarily what you want to do. Be patient and you can migrate to do the work you want.
Self training is great but working 45 to  60+ hours per week, it can be difficult to self-study. Would be nice to have more ability to attend a class, even though that means time away from customer.",3.0,4.0,4.0,4.0,4.0
